subject,target,stimulus,frequency,power,accuracy,group
11,200,280,278.8381742738589,-5.0496066265023964,0.9563091383924714,high
11,280,280,278.8381742738589,0.1545402811790443,0.9563091383924714,high
12,130,280,278.8381742738589,-1.9571068148267792,0.9752415023248354,high
12,200,280,278.8381742738589,3.2046531610187823,0.9752415023248354,high
12,280,280,278.8381742738589,6.05676796859835,0.9752415023248354,high
13,130,280,278.8381742738589,-2.0977290573917924,0.8184371984439709,low
13,200,280,278.8381742738589,3.354698791523652,0.8184371984439709,low
13,280,280,278.8381742738589,0.9189986247328632,0.8184371984439709,low
14,130,280,278.8381742738589,4.695450524381598,0.8897738283165696,low
14,200,280,278.8381742738589,6.231992017306689,0.8897738283165696,low
14,280,280,278.8381742738589,7.6913906058426225,0.8897738283165696,low
15,130,280,278.8381742738589,3.4476516318959565,0.9481134297800962,high
15,200,280,278.8381742738589,4.788005751593143,0.9481134297800962,high
15,280,280,278.8381742738589,1.2244819322334717,0.9481134297800962,high
16,130,280,278.8381742738589,0.6322982231021262,0.907325044236809,low
16,200,280,278.8381742738589,1.8750851761104104,0.907325044236809,low
16,280,280,278.8381742738589,1.1766372067121948,0.907325044236809,low
18,130,280,278.8381742738589,6.000189522305739,0.778067758470572,low
18,200,280,278.8381742738589,5.020721434083661,0.778067758470572,low
18,280,280,278.8381742738589,-0.5535427103349542,0.778067758470572,low
19,130,280,278.8381742738589,-0.877157884232415,0.9595211297417175,high
19,200,280,278.8381742738589,3.150436586484559,0.9595211297417175,high
19,280,280,278.8381742738589,-0.4719366448899764,0.9595211297417175,high
20,130,280,278.8381742738589,0.8184756002446508,0.93849890396459,high
20,200,280,278.8381742738589,3.622958515409626,0.93849890396459,high
20,280,280,278.8381742738589,1.5124487543064429,0.93849890396459,high
21,130,280,278.8381742738589,11.82981327561642,0.903758227409113,low
21,200,280,278.8381742738589,13.61684887397572,0.903758227409113,low
21,280,280,278.8381742738589,15.610437457855664,0.903758227409113,low
22,130,280,278.8381742738589,-0.7041258641184416,0.9650264459578184,high
22,200,280,278.8381742738589,1.0373598126559154,0.9650264459578184,high
22,280,280,278.8381742738589,1.8837155043056608,0.9650264459578184,high
23,130,280,278.8381742738589,11.96196214800229,0.8232399494186772,low
23,200,280,278.8381742738589,8.99787413314127,0.8232399494186772,low
23,280,280,278.8381742738589,13.79039147560256,0.8232399494186772,low
24,130,280,278.8381742738589,15.272542790817608,0.868514173305195,low
24,200,280,278.8381742738589,13.225347471110368,0.868514173305195,low
24,280,280,278.8381742738589,15.292720120978124,0.868514173305195,low
25,130,280,278.8381742738589,2.807842292163097,0.934331025728084,high
25,200,280,278.8381742738589,-0.8834242809032844,0.934331025728084,high
25,280,280,278.8381742738589,2.909941645825836,0.934331025728084,high
26,130,280,278.8381742738589,3.9540342014543546,0.9948753021669688,high
26,200,280,278.8381742738589,8.211342256346263,0.9948753021669688,high
26,280,280,278.8381742738589,5.183219178128631,0.9948753021669688,high
27,130,280,278.8381742738589,4.18958048214924,0.7645413139253437,low
27,200,280,278.8381742738589,1.1712114618561291,0.7645413139253437,low
27,280,280,278.8381742738589,5.341215738774199,0.7645413139253437,low
28,130,280,278.8381742738589,1.2273657886593852,0.834836883795217,low
28,200,280,278.8381742738589,2.4598261261196663,0.834836883795217,low
28,280,280,278.8381742738589,4.672924336929241,0.834836883795217,low
29,130,280,278.8381742738589,4.194062116004518,0.940671543893938,high
29,200,280,278.8381742738589,2.726061744282191,0.940671543893938,high
29,280,280,278.8381742738589,-2.755597019056375,0.940671543893938,high
30,130,280,278.8381742738589,4.976471799936952,0.975931965876496,high
30,200,280,278.8381742738589,10.949566639279851,0.975931965876496,high
30,280,280,278.8381742738589,13.943993676014603,0.975931965876496,high
31,130,280,278.8381742738589,5.864164279741255,0.9293957757928348,high
31,200,280,278.8381742738589,-1.720811415106032,0.9293957757928348,high
31,280,280,278.8381742738589,3.152507386178074,0.9293957757928348,high
32,130,280,278.8381742738589,3.353686876155578,0.8484948802105666,low
32,200,280,278.8381742738589,4.919861888068169,0.8484948802105666,low
32,280,280,278.8381742738589,5.023327922191618,0.8484948802105666,low
33,130,280,278.8381742738589,13.90681948202798,0.891142239205964,low
33,200,280,278.8381742738589,11.105153209678228,0.891142239205964,low
33,280,280,278.8381742738589,13.752009472850734,0.891142239205964,low
34,130,280,278.8381742738589,15.87374849948753,0.8317436394397177,low
34,200,280,278.8381742738589,16.543884189600057,0.8317436394397177,low
34,280,280,278.8381742738589,15.701979640757244,0.8317436394397177,low
35,130,280,278.8381742738589,10.06437796926556,0.9801101476591672,high
35,200,280,278.8381742738589,4.430330668842352,0.9801101476591672,high
35,280,280,278.8381742738589,8.137397470735365,0.9801101476591672,high
36,130,280,278.8381742738589,4.49357042554054,0.977261144810164,high
36,200,280,278.8381742738589,1.149676565624493,0.977261144810164,high
36,280,280,278.8381742738589,1.9134431422798828,0.977261144810164,high
37,130,280,278.8381742738589,5.483791157765411,0.8909957299418083,low
37,200,280,278.8381742738589,3.754140256907332,0.8909957299418083,low
37,280,280,278.8381742738589,-1.686692956629988,0.8909957299418083,low
38,130,280,278.8381742738589,2.997282883020474,0.9742168896825758,high
38,200,280,278.8381742738589,-2.713272418111594,0.9742168896825758,high
38,280,280,278.8381742738589,1.800544101433475,0.9742168896825758,high
39,130,280,278.8381742738589,4.602495824143239,0.9824880058213392,high
39,200,280,278.8381742738589,4.940477936005273,0.9824880058213392,high
39,280,280,278.8381742738589,6.698428955590044,0.9824880058213392,high
40,130,280,278.8381742738589,6.924474537478654,0.8815612927377633,low
40,200,280,278.8381742738589,5.768511625265113,0.8815612927377633,low
40,280,280,278.8381742738589,2.4555005785337314,0.8815612927377633,low
41,130,280,278.8381742738589,8.124339059196545,0.98198657370226,high
41,200,280,278.8381742738589,5.578142716564402,0.98198657370226,high
41,280,280,278.8381742738589,1.8592446602225028,0.98198657370226,high
42,130,280,278.8381742738589,6.247442103021421,0.865416659411757,low
42,200,280,278.8381742738589,9.193417097921046,0.865416659411757,low
42,280,280,278.8381742738589,7.486303951903412,0.865416659411757,low
43,130,280,278.8381742738589,-14.518411022843384,0.9839132934966268,high
43,200,280,278.8381742738589,0.0052963733687108,0.9839132934966268,high
43,280,280,278.8381742738589,-0.0006494851488586,0.9839132934966268,high
44,130,280,278.8381742738589,3.272425264809256,0.9027533389478692,low
44,200,280,278.8381742738589,6.061416131214684,0.9027533389478692,low
44,280,280,278.8381742738589,5.798799557890679,0.9027533389478692,low
45,130,280,278.8381742738589,-0.8070704295771779,0.9794028348195016,high
45,200,280,278.8381742738589,1.5112449947415687,0.9794028348195016,high
45,280,280,278.8381742738589,3.777533686197722,0.9794028348195016,high
