sub,target,stimulus,frequency,power,accuracy,group,plv
33,130,130,129.4605809128631,12.706919018344376,0.891142239205964,low,0.04846299518026214
33,200,130,129.4605809128631,13.196961110208278,0.891142239205964,low,0.05795874329797526
33,280,130,129.4605809128631,14.391207084433212,0.891142239205964,low,0.04651069942570438
34,130,130,129.4605809128631,5.7748015166411895,0.8317436394397177,low,0.05439278186335292
34,200,130,129.4605809128631,-1.090793083416972,0.8317436394397177,low,0.06031012272187352
34,280,130,129.4605809128631,-0.3408030926105937,0.8317436394397177,low,0.09224431672866067
35,130,130,129.4605809128631,5.0134470790950285,0.9801101476591672,high,0.0658363482412033
35,200,130,129.4605809128631,5.8559263625379785,0.9801101476591672,high,0.05355494910353756
35,280,130,129.4605809128631,2.5821013270507502,0.9801101476591672,high,0.054903781633112055
36,130,130,129.4605809128631,2.137205701588824,0.977261144810164,high,0.046971669953559864
36,200,130,129.4605809128631,2.5403376491153296,0.977261144810164,high,0.04823974881307186
36,280,130,129.4605809128631,3.7948256240351808,0.977261144810164,high,0.05464467807088452
37,130,130,129.4605809128631,4.896433037139251,0.8909957299418083,low,0.05096974337663256
37,200,130,129.4605809128631,6.132334135058128,0.8909957299418083,low,0.05724201954122759
37,280,130,129.4605809128631,7.707468271624255,0.8909957299418083,low,0.051368168720567105
38,130,130,129.4605809128631,1.520096557887214,0.9742168896825758,high,0.047156639363600164
38,200,130,129.4605809128631,-1.597160925182597,0.9742168896825758,high,0.047994446501563356
38,280,130,129.4605809128631,-0.7983244491946841,0.9742168896825758,high,0.046863742579476904
39,130,130,129.4605809128631,1.383076607265636,0.9824880058213392,high,0.05719237513605462
39,200,130,129.4605809128631,2.374923420717277,0.9824880058213392,high,0.055889449468724976
39,280,130,129.4605809128631,-0.5724773740011274,0.9824880058213392,high,0.0682631636632482
40,130,130,129.4605809128631,-1.4749481133738838,0.8815612927377633,low,0.05353809399829665
40,200,130,129.4605809128631,2.444512455359187,0.8815612927377633,low,0.11960680073317284
40,280,130,129.4605809128631,0.4245269335776329,0.8815612927377633,low,0.0738863899275534
41,130,130,129.4605809128631,0.3092002653629771,0.98198657370226,high,0.045752196459040655
41,200,130,129.4605809128631,-5.919968914552424,0.98198657370226,high,0.04973452563875422
41,280,130,129.4605809128631,1.4146829673415935,0.98198657370226,high,0.06590892521274282
42,130,130,129.4605809128631,1.6520875720446275,0.865416659411757,low,0.05946908620538872
42,200,130,129.4605809128631,7.015159883613559,0.865416659411757,low,0.07873731215152155
42,280,130,129.4605809128631,0.5261813898554093,0.865416659411757,low,0.04477429636203246
43,130,130,129.4605809128631,0.5701619227203975,0.9839132934966268,high,0.06814500650797985
43,200,130,129.4605809128631,-0.0001321869864517,0.9839132934966268,high,0.050485000762252874
43,280,130,129.4605809128631,-0.0029683308593999,0.9839132934966268,high,0.03933000206306777
44,130,130,129.4605809128631,5.777343269968686,0.9027533389478692,low,0.07601129767027201
44,200,130,129.4605809128631,4.081240536736631,0.9027533389478692,low,0.04944028819295226
44,280,130,129.4605809128631,11.141378627227285,0.9027533389478692,low,0.04965966149511074
45,130,130,129.4605809128631,8.569240827012456,0.9794028348195016,high,0.07852707757957852
45,200,130,129.4605809128631,2.632354581929629,0.9794028348195016,high,0.04970077637626809
45,280,130,129.4605809128631,-3.2297125326146343,0.9794028348195016,high,0.0423625761234246
3,130,200,199.1701244813278,13.404859716242417,0.8042331161939004,low,0.05172311897167023
3,200,200,199.1701244813278,14.143326074055455,0.8042331161939004,low,0.06566835562750828
3,280,200,199.1701244813278,11.441815236813198,0.8042331161939004,low,0.05103036066355565
4,130,200,199.1701244813278,6.276110009211028,0.9614234764094708,high,0.09749816496334972
4,200,200,199.1701244813278,3.1170150693639584,0.9614234764094708,high,0.04414567193086615
4,280,200,199.1701244813278,4.632294258713529,0.9614234764094708,high,0.07566365734393826
5,130,200,199.1701244813278,11.771493118503288,0.9125820922570148,low,0.1754586648524839
5,200,200,199.1701244813278,9.665217537503388,0.9125820922570148,low,0.04520803708986341
5,280,200,199.1701244813278,11.05102821912883,0.9125820922570148,low,0.06120926057111007
6,130,200,199.1701244813278,0.680395612569405,0.9520805891639222,high,0.05137866543798711
6,200,200,199.1701244813278,3.5401098814719605,0.9520805891639222,high,0.0532148817086725
6,280,200,199.1701244813278,2.8234595372937927,0.9520805891639222,high,0.07562627093824442
7,130,200,199.1701244813278,4.568159254316319,0.9157180383160772,low,0.05422151502297586
7,200,200,199.1701244813278,4.613597429912866,0.9157180383160772,low,0.04913743397102654
7,280,200,199.1701244813278,0.9924054722821616,0.9157180383160772,low,0.06656932399030643
8,130,200,199.1701244813278,2.028933242152171,0.9859718984718984,high,0.050762553482304434
8,200,200,199.1701244813278,1.243045345137135,0.9859718984718984,high,0.052549468487961104
8,280,200,199.1701244813278,3.2379270794727475,0.9859718984718984,high,0.0949940592445672
9,130,200,199.1701244813278,3.578925382580924,0.9233681568975683,high,0.045301016201790424
9,200,200,199.1701244813278,4.741496810324371,0.9233681568975683,high,0.0736377142297518
9,280,200,199.1701244813278,8.255767544137425,0.9233681568975683,high,0.054524055171149347
10,130,200,199.1701244813278,3.0927746316985223,0.9678164428164427,high,0.05624269974524453
10,200,200,199.1701244813278,3.361197066125026,0.9678164428164427,high,0.07084364803575642
10,280,200,199.1701244813278,3.6656687385586006,0.9678164428164427,high,0.046375715430168996
11,130,200,199.1701244813278,5.134054208288078,0.9563091383924714,high,0.10259453544968852
11,200,200,199.1701244813278,7.055568691514504,0.9563091383924714,high,0.04383207275315602
11,280,200,199.1701244813278,3.544095617653476,0.9563091383924714,high,0.06314813935778614
12,130,200,199.1701244813278,-2.3545736943670748,0.9752415023248354,high,0.05232570433530183
12,200,200,199.1701244813278,-2.2710172964232416,0.9752415023248354,high,0.05440969602023573
12,280,200,199.1701244813278,0.291243123341901,0.9752415023248354,high,0.061465914214307873
13,130,200,199.1701244813278,3.441464999612689,0.8184371984439709,low,0.06253141750902422
13,200,200,199.1701244813278,0.1295559242256992,0.8184371984439709,low,0.07700942535491395
13,280,200,199.1701244813278,-1.4741522681332215,0.8184371984439709,low,0.0901408482963157
14,130,200,199.1701244813278,-0.7560494863131518,0.8897738283165696,low,0.06539238389954077
14,200,200,199.1701244813278,2.605796802497864,0.8897738283165696,low,0.049485184555660734
14,280,200,199.1701244813278,0.4119616755030825,0.8897738283165696,low,0.07996085818626714
15,130,200,199.1701244813278,-0.6933769275566727,0.9481134297800962,high,0.052341229978437716
15,200,200,199.1701244813278,-3.6861796059970464,0.9481134297800962,high,0.0605123440826077
15,280,200,199.1701244813278,2.932914712324148,0.9481134297800962,high,0.045703391007346966
16,130,200,199.1701244813278,0.1138454265692385,0.907325044236809,low,0.09615705782431197
16,200,200,199.1701244813278,-3.986028504316128,0.907325044236809,low,0.049910157815855824
16,280,200,199.1701244813278,3.744699621077879,0.907325044236809,low,0.07662134522114965
18,130,200,199.1701244813278,1.4510958641287064,0.778067758470572,low,0.0499012353618813
18,200,200,199.1701244813278,2.5290327465169726,0.778067758470572,low,0.05220260542253877
18,280,200,199.1701244813278,4.301332976179752,0.778067758470572,low,0.04594975874578091
19,130,200,199.1701244813278,3.900733568530754,0.9595211297417175,high,0.07449080876975551
19,200,200,199.1701244813278,1.2628452070354093,0.9595211297417175,high,0.04807635615216517
19,280,200,199.1701244813278,5.780005360595114,0.9595211297417175,high,0.08119544571686342
20,130,200,199.1701244813278,1.7352286338642795,0.93849890396459,high,0.050761954223496365
20,200,200,199.1701244813278,-0.8178034152397899,0.93849890396459,high,0.059962284169594426
20,280,200,199.1701244813278,4.079406553143217,0.93849890396459,high,0.060498372209681045
21,130,200,199.1701244813278,7.437002448618072,0.903758227409113,low,0.046312384527405034
21,200,200,199.1701244813278,5.50805189015446,0.903758227409113,low,0.08069524193509428
21,280,200,199.1701244813278,12.535539057565106,0.903758227409113,low,0.05671184636984448
22,130,200,199.1701244813278,6.979578928134236,0.9650264459578184,high,0.18974135709360637
22,200,200,199.1701244813278,2.945894930508936,0.9650264459578184,high,0.047590829313582064
22,280,200,199.1701244813278,7.11756454360363,0.9650264459578184,high,0.05120573710027086
23,130,200,199.1701244813278,10.774581023505869,0.8232399494186772,low,0.08905145233157631
23,200,200,199.1701244813278,9.799909636790735,0.8232399494186772,low,0.08312950972216718
23,280,200,199.1701244813278,7.737322198391787,0.8232399494186772,low,0.0431494883007106
24,130,200,199.1701244813278,5.50322935801626,0.868514173305195,low,0.07762227808213452
24,200,200,199.1701244813278,-2.4625391229780167,0.868514173305195,low,0.043763362380648874
24,280,200,199.1701244813278,5.143100118400092,0.868514173305195,low,0.05269936796232198
25,130,200,199.1701244813278,2.1068824487537823,0.934331025728084,high,0.06083510908992669
25,200,200,199.1701244813278,1.315896728912871,0.934331025728084,high,0.061334888679475036
25,280,200,199.1701244813278,3.912260371953431,0.934331025728084,high,0.06027187831549525
26,130,200,199.1701244813278,2.349331982898995,0.9948753021669688,high,0.060255296584198245
26,200,200,199.1701244813278,1.975989368677065,0.9948753021669688,high,0.07453397033043675
26,280,200,199.1701244813278,1.4376830748907945,0.9948753021669688,high,0.07867689701182763
27,130,200,199.1701244813278,1.2539334622745275,0.7645413139253437,low,0.04483612630569442
27,200,200,199.1701244813278,3.069302996090609,0.7645413139253437,low,0.059720385675153746
27,280,200,199.1701244813278,8.416863361595357,0.7645413139253437,low,0.10104109199897751
28,130,200,199.1701244813278,0.7077720552955149,0.834836883795217,low,0.06486898036869977
28,200,200,199.1701244813278,2.515735851966117,0.834836883795217,low,0.0468505347251467
28,280,200,199.1701244813278,0.2657216952672582,0.834836883795217,low,0.05773966292734395
29,130,200,199.1701244813278,5.161540758733469,0.940671543893938,high,0.06437530264350451
29,200,200,199.1701244813278,3.0075834890071262,0.940671543893938,high,0.06516386928040345
29,280,200,199.1701244813278,4.510165081832707,0.940671543893938,high,0.10370273201384653
30,130,200,199.1701244813278,3.530521166771394,0.975931965876496,high,0.060469167171357995
30,200,200,199.1701244813278,5.3352441850347,0.975931965876496,high,0.05215831680454769
30,280,200,199.1701244813278,6.511512720121195,0.975931965876496,high,0.04896620346717479
31,130,200,199.1701244813278,-1.4977268029283066,0.9293957757928348,high,0.05402323336810853
31,200,200,199.1701244813278,-1.4937003870085963,0.9293957757928348,high,0.10402730042905677
31,280,200,199.1701244813278,1.8464027023835816,0.9293957757928348,high,0.06950770911569941
32,130,200,199.1701244813278,-0.7812778250029022,0.8484948802105666,low,0.05141089497585598
32,200,200,199.1701244813278,-1.2527449762858174,0.8484948802105666,low,0.06284410461685642
32,280,200,199.1701244813278,-0.1284681714361812,0.8484948802105666,low,0.07164231926500819
33,130,200,199.1701244813278,15.11346690009226,0.891142239205964,low,0.07282390701303061
33,200,200,199.1701244813278,14.938116773438852,0.891142239205964,low,0.053576510541630325
33,280,200,199.1701244813278,15.50697102350878,0.891142239205964,low,0.044728928398322064
34,130,200,199.1701244813278,14.189357004545698,0.8317436394397177,low,0.07768491463295754
34,200,200,199.1701244813278,12.517194776355144,0.8317436394397177,low,0.09328169668720761
34,280,200,199.1701244813278,12.400280760776294,0.8317436394397177,low,0.08712310304225801
35,130,200,199.1701244813278,7.544467919373651,0.9801101476591672,high,0.04434359049475344
35,200,200,199.1701244813278,5.136883797477489,0.9801101476591672,high,0.05968975512274565
35,280,200,199.1701244813278,4.625741461174563,0.9801101476591672,high,0.04956719274263977
36,130,200,199.1701244813278,-1.4723314446734082,0.977261144810164,high,0.08162280365732553
36,200,200,199.1701244813278,1.5188942984843443,0.977261144810164,high,0.07861346602387428
36,280,200,199.1701244813278,0.7634913797534828,0.977261144810164,high,0.04567787162558295
37,130,200,199.1701244813278,9.848901304983716,0.8909957299418083,low,0.04369076096603253
37,200,200,199.1701244813278,13.567556233963495,0.8909957299418083,low,0.06598832904745983
37,280,200,199.1701244813278,8.936037982845498,0.8909957299418083,low,0.04395727526224501
38,130,200,199.1701244813278,-1.9540707077186923,0.9742168896825758,high,0.05596228180591939
38,200,200,199.1701244813278,-0.1446219274027296,0.9742168896825758,high,0.04389102933925396
38,280,200,199.1701244813278,-0.4382534286732201,0.9742168896825758,high,0.05649054376490753
39,130,200,199.1701244813278,4.55808995790653,0.9824880058213392,high,0.04658606366798106
39,200,200,199.1701244813278,6.709856179503361,0.9824880058213392,high,0.04746518231237866
39,280,200,199.1701244813278,5.408368451049512,0.9824880058213392,high,0.05652027152955604
40,130,200,199.1701244813278,-1.6346070023219723,0.8815612927377633,low,0.0971876751538396
40,200,200,199.1701244813278,1.5226189650765098,0.8815612927377633,low,0.1649477060805171
40,280,200,199.1701244813278,3.10787175764312,0.8815612927377633,low,0.06282890231338924
41,130,200,199.1701244813278,1.470506781779909,0.98198657370226,high,0.0552355212881253
41,200,200,199.1701244813278,3.543974140974392,0.98198657370226,high,0.05719451066789178
41,280,200,199.1701244813278,2.0084029145652305,0.98198657370226,high,0.09281314526269552
42,130,200,199.1701244813278,1.1226412894739752,0.865416659411757,low,0.06056350867625066
42,200,200,199.1701244813278,5.940124755219765,0.865416659411757,low,0.0678207009081021
42,280,200,199.1701244813278,3.9936883088279225,0.865416659411757,low,0.047362631389425515
43,130,200,199.1701244813278,-3.5935682537693783,0.9839132934966268,high,0.065872670065931
43,200,200,199.1701244813278,0.0035006459340199,0.9839132934966268,high,0.08102500061801371
43,280,200,199.1701244813278,-0.0013327668322638,0.9839132934966268,high,0.04320000251138042
44,130,200,199.1701244813278,4.64530798286903,0.9027533389478692,low,0.048264224806977854
44,200,200,199.1701244813278,11.166494625870593,0.9027533389478692,low,0.05002701024201443
44,280,200,199.1701244813278,11.069712455128569,0.9027533389478692,low,0.05356192868498906
45,130,200,199.1701244813278,9.195325850928825,0.9794028348195016,high,0.05106868213539248
45,200,200,199.1701244813278,9.549107770745596,0.9794028348195016,high,0.08681570376783615
45,280,200,199.1701244813278,14.232223667566092,0.9794028348195016,high,0.06923950862316551
3,130,280,278.8381742738589,9.459043404032242,0.8042331161939004,low,0.050075268489968024
3,200,280,278.8381742738589,5.922179857274077,0.8042331161939004,low,0.045677426068855095
3,280,280,278.8381742738589,7.561676239748172,0.8042331161939004,low,0.052556095039256547
4,130,280,278.8381742738589,11.222913687312166,0.9614234764094708,high,0.07204474895603545
4,200,280,278.8381742738589,5.073410894952634,0.9614234764094708,high,0.09029913449003414
4,280,280,278.8381742738589,10.019805637731364,0.9614234764094708,high,0.04830079731272843
5,130,280,278.8381742738589,5.090680981998938,0.9125820922570148,low,0.06867895235009573
5,200,280,278.8381742738589,5.791903322012764,0.9125820922570148,low,0.09080422401240364
5,280,280,278.8381742738589,8.511196793122638,0.9125820922570148,low,0.1002825588270185
6,130,280,278.8381742738589,0.414187890620994,0.9520805891639222,high,0.0471178667245547
6,200,280,278.8381742738589,1.678503692867961,0.9520805891639222,high,0.048091625063405245
6,280,280,278.8381742738589,1.7772325188769444,0.9520805891639222,high,0.08441425472866304
7,130,280,278.8381742738589,2.7006405103051363,0.9157180383160772,low,0.07516019767980688
7,200,280,278.8381742738589,3.8863546798148487,0.9157180383160772,low,0.06826011222610034
7,280,280,278.8381742738589,2.696810253909433,0.9157180383160772,low,0.0618913282790492
8,130,280,278.8381742738589,2.356116935689625,0.9859718984718984,high,0.04580519562277979
8,200,280,278.8381742738589,4.796441126508566,0.9859718984718984,high,0.06946523126687029
8,280,280,278.8381742738589,-0.0254222042662735,0.9859718984718984,high,0.04619223012574501
9,130,280,278.8381742738589,7.427816245393055,0.9233681568975683,high,0.06074526095626063
9,200,280,278.8381742738589,9.04759855737524,0.9233681568975683,high,0.061477975998951495
9,280,280,278.8381742738589,9.881832512152483,0.9233681568975683,high,0.055898877804084854
10,130,280,278.8381742738589,9.32707921443412,0.9678164428164427,high,0.06734854239624943
10,200,280,278.8381742738589,5.026254994561271,0.9678164428164427,high,0.05154842606289012
10,280,280,278.8381742738589,6.425190830370831,0.9678164428164427,high,0.07805349947069118
11,130,280,278.8381742738589,-2.972635143630286,0.9563091383924714,high,0.05315204463721497
11,200,280,278.8381742738589,-5.0496066265023964,0.9563091383924714,high,0.048093029473317034
11,280,280,278.8381742738589,0.1545402811790443,0.9563091383924714,high,0.053035245164462834
12,130,280,278.8381742738589,-1.9571068148267792,0.9752415023248354,high,0.045324579734029556
12,200,280,278.8381742738589,3.2046531610187823,0.9752415023248354,high,0.061313714233089935
12,280,280,278.8381742738589,6.05676796859835,0.9752415023248354,high,0.06555050939020805
13,130,280,278.8381742738589,-2.0977290573917924,0.8184371984439709,low,0.06374513822906978
13,200,280,278.8381742738589,3.354698791523652,0.8184371984439709,low,0.06303800501255112
13,280,280,278.8381742738589,0.9189986247328632,0.8184371984439709,low,0.06188844518972256
14,130,280,278.8381742738589,4.695450524381598,0.8897738283165696,low,0.04490989412002399
14,200,280,278.8381742738589,6.231992017306689,0.8897738283165696,low,0.056025995642030424
14,280,280,278.8381742738589,7.6913906058426225,0.8897738283165696,low,0.056845752600977774
15,130,280,278.8381742738589,3.4476516318959565,0.9481134297800962,high,0.052372295148217486
15,200,280,278.8381742738589,4.788005751593143,0.9481134297800962,high,0.06679974859879176
15,280,280,278.8381742738589,1.2244819322334717,0.9481134297800962,high,0.06790290088595982
16,130,280,278.8381742738589,0.6322982231021262,0.907325044236809,low,0.06883004293731264
16,200,280,278.8381742738589,1.8750851761104104,0.907325044236809,low,0.0495474668834834
16,280,280,278.8381742738589,1.1766372067121948,0.907325044236809,low,0.06862024718876227
18,130,280,278.8381742738589,6.000189522305739,0.778067758470572,low,0.08974460462635474
18,200,280,278.8381742738589,5.020721434083661,0.778067758470572,low,0.1382574274552255
18,280,280,278.8381742738589,-0.5535427103349542,0.778067758470572,low,0.047870610748016275
19,130,280,278.8381742738589,-0.877157884232415,0.9595211297417175,high,0.058348729394595664
19,200,280,278.8381742738589,3.150436586484559,0.9595211297417175,high,0.061476916545012014
19,280,280,278.8381742738589,-0.4719366448899764,0.9595211297417175,high,0.07526364023676446
20,130,280,278.8381742738589,0.8184756002446508,0.93849890396459,high,0.08149057485572989
20,200,280,278.8381742738589,3.622958515409626,0.93849890396459,high,0.09293859978691595
20,280,280,278.8381742738589,1.5124487543064429,0.93849890396459,high,0.0489341637167001
21,130,280,278.8381742738589,11.82981327561642,0.903758227409113,low,0.057985044890498716
21,200,280,278.8381742738589,13.61684887397572,0.903758227409113,low,0.07676139780520196
21,280,280,278.8381742738589,15.610437457855664,0.903758227409113,low,0.046259315010222936
22,130,280,278.8381742738589,-0.7041258641184416,0.9650264459578184,high,0.048005836057303145
22,200,280,278.8381742738589,1.0373598126559154,0.9650264459578184,high,0.05097816907788846
22,280,280,278.8381742738589,1.8837155043056608,0.9650264459578184,high,0.04609144727676923
23,130,280,278.8381742738589,11.96196214800229,0.8232399494186772,low,0.04576284660022987
23,200,280,278.8381742738589,8.99787413314127,0.8232399494186772,low,0.0547499073509051
23,280,280,278.8381742738589,13.79039147560256,0.8232399494186772,low,0.04458677279069152
24,130,280,278.8381742738589,15.272542790817608,0.868514173305195,low,0.05885233118752762
24,200,280,278.8381742738589,13.225347471110368,0.868514173305195,low,0.05203119199218204
24,280,280,278.8381742738589,15.292720120978124,0.868514173305195,low,0.06334710169439471
25,130,280,278.8381742738589,2.807842292163097,0.934331025728084,high,0.049902963118276064
25,200,280,278.8381742738589,-0.8834242809032844,0.934331025728084,high,0.0648319450505027
25,280,280,278.8381742738589,2.909941645825836,0.934331025728084,high,0.045878313394263515
26,130,280,278.8381742738589,3.9540342014543546,0.9948753021669688,high,0.048166943358593846
26,200,280,278.8381742738589,8.211342256346263,0.9948753021669688,high,0.04408253614702492
26,280,280,278.8381742738589,5.183219178128631,0.9948753021669688,high,0.05411112920360004
27,130,280,278.8381742738589,4.18958048214924,0.7645413139253437,low,0.07746085704988377
27,200,280,278.8381742738589,1.1712114618561291,0.7645413139253437,low,0.07646342347604271
27,280,280,278.8381742738589,5.341215738774199,0.7645413139253437,low,0.08291402756222635
28,130,280,278.8381742738589,1.2273657886593852,0.834836883795217,low,0.07096988449091815
28,200,280,278.8381742738589,2.4598261261196663,0.834836883795217,low,0.05769585684652608
28,280,280,278.8381742738589,4.672924336929241,0.834836883795217,low,0.07040854701387216
29,130,280,278.8381742738589,4.194062116004518,0.940671543893938,high,0.05114928896631983
