sub,target,stimulus,frequency,power,accuracy,group,plv
29,200,280,278.8381742738589,2.726061744282191,0.940671543893938,high,0.05697521573891086
29,280,280,278.8381742738589,-2.755597019056375,0.940671543893938,high,0.04666915918676228
30,130,280,278.8381742738589,4.976471799936952,0.975931965876496,high,0.07196634247737756
30,200,280,278.8381742738589,10.949566639279851,0.975931965876496,high,0.05782228875370875
30,280,280,278.8381742738589,13.943993676014603,0.975931965876496,high,0.05906785070189747
31,130,280,278.8381742738589,5.864164279741255,0.9293957757928348,high,0.056298847640586944
31,200,280,278.8381742738589,-1.720811415106032,0.9293957757928348,high,0.05783907087507312
31,280,280,278.8381742738589,3.152507386178074,0.9293957757928348,high,0.05128684969225772
32,130,280,278.8381742738589,3.353686876155578,0.8484948802105666,low,0.05802298144075752
32,200,280,278.8381742738589,4.919861888068169,0.8484948802105666,low,0.05221685881536552
32,280,280,278.8381742738589,5.023327922191618,0.8484948802105666,low,0.04658252633764937
33,130,280,278.8381742738589,13.90681948202798,0.891142239205964,low,0.05623333026767159
33,200,280,278.8381742738589,11.105153209678228,0.891142239205964,low,0.04904500798110757
33,280,280,278.8381742738589,13.752009472850734,0.891142239205964,low,0.07752290600133041
34,130,280,278.8381742738589,15.87374849948753,0.8317436394397177,low,0.08571145758662198
34,200,280,278.8381742738589,16.543884189600057,0.8317436394397177,low,0.05398414860923972
34,280,280,278.8381742738589,15.701979640757244,0.8317436394397177,low,0.09318882210337921
35,130,280,278.8381742738589,10.06437796926556,0.9801101476591672,high,0.055118942367370055
35,200,280,278.8381742738589,4.430330668842352,0.9801101476591672,high,0.07291649145476056
35,280,280,278.8381742738589,8.137397470735365,0.9801101476591672,high,0.051650540867932374
36,130,280,278.8381742738589,4.49357042554054,0.977261144810164,high,0.047688251080511945
36,200,280,278.8381742738589,1.149676565624493,0.977261144810164,high,0.11167356878439252
36,280,280,278.8381742738589,1.9134431422798828,0.977261144810164,high,0.05145719343736899
37,130,280,278.8381742738589,5.483791157765411,0.8909957299418083,low,0.06439948975145901
37,200,280,278.8381742738589,3.754140256907332,0.8909957299418083,low,0.08996612924308514
37,280,280,278.8381742738589,-1.686692956629988,0.8909957299418083,low,0.07272829934942143
38,130,280,278.8381742738589,2.997282883020474,0.9742168896825758,high,0.05007029517504901
38,200,280,278.8381742738589,-2.713272418111594,0.9742168896825758,high,0.12051591356504313
38,280,280,278.8381742738589,1.800544101433475,0.9742168896825758,high,0.053850217452653594
39,130,280,278.8381742738589,4.602495824143239,0.9824880058213392,high,0.050164030272988276
39,200,280,278.8381742738589,4.940477936005273,0.9824880058213392,high,0.06156319188808958
39,280,280,278.8381742738589,6.698428955590044,0.9824880058213392,high,0.05032166165601588
40,130,280,278.8381742738589,6.924474537478654,0.8815612927377633,low,0.04891748140093554
40,200,280,278.8381742738589,5.768511625265113,0.8815612927377633,low,0.06322586455711762
40,280,280,278.8381742738589,2.4555005785337314,0.8815612927377633,low,0.08709161477713459
41,130,280,278.8381742738589,8.124339059196545,0.98198657370226,high,0.06877227232091368
41,200,280,278.8381742738589,5.578142716564402,0.98198657370226,high,0.06778806278192193
41,280,280,278.8381742738589,1.8592446602225028,0.98198657370226,high,0.05125159220886482
42,130,280,278.8381742738589,6.247442103021421,0.865416659411757,low,0.05239928132915319
42,200,280,278.8381742738589,9.193417097921046,0.865416659411757,low,0.050620380114408704
42,280,280,278.8381742738589,7.486303951903412,0.865416659411757,low,0.06109031073448361
43,130,280,278.8381742738589,-14.518411022843384,0.9839132934966268,high,0.04108502304176116
43,200,280,278.8381742738589,0.0052963733687108,0.9839132934966268,high,0.04506000226194729
43,280,280,278.8381742738589,-0.0006494851488586,0.9839132934966268,high,0.05296000095352484
44,130,280,278.8381742738589,3.272425264809256,0.9027533389478692,low,0.05350069009965297
44,200,280,278.8381742738589,6.061416131214684,0.9027533389478692,low,0.04746979811760146
44,280,280,278.8381742738589,5.798799557890679,0.9027533389478692,low,0.08037637824207601
45,130,280,278.8381742738589,-0.8070704295771779,0.9794028348195016,high,0.0600678312038255
45,200,280,278.8381742738589,1.5112449947415687,0.9794028348195016,high,0.051455091439014354
45,280,280,278.8381742738589,3.777533686197722,0.9794028348195016,high,0.064758791386746
